F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
01/10/2023,490,602070010070059,,J0028,FRAGANCIA 30 ML REFRESCANTE,30 ML,REFRESCANTE,,27/10/2023,UNI,2,27/10/2023,1,,0,3,,65,195,16/10/2023,JARDIN DEL ZEN
16/10/2023,431,602070010040060,,J0028,FRAGANCIA 10 ML RELAJANTE,10 ML,RELAJANTE,,13/10/2024,UNI,1,12/06/2024,5,13/10/2024,4,2,,39.9,79.8,16/10/2023,JARDIN DEL ZEN
25/10/2023,461,602070010050060,,J0028,FRAGANCIA 20 ML RELAJANTE,20 ML,RELAJANTE,,15/09/2024,UNI,0,24/06/2024,15,15/09/2024,13,2,,49.9,99.8,,JARDIN DEL ZEN
16/10/2023,491,602070010070060,,J0028,FRAGANCIA 30 ML RELAJANTE,30 ML,RELAJANTE,,05/09/2024,UNI,1,24/06/2024,11,05/09/2024,8,4,,65,260,16/10/2023,JARDIN DEL ZEN
01/10/2023,432,602070010040062,,J0028,FRAGANCIA 10 ML ROSAS,10 ML,ROSAS,,23/09/2024,UNI,2,23/09/2024,1,28/07/2024,2,1,,39.9,39.9,16/10/2023,JARDIN DEL ZEN
01/10/2023,462,602070010050062,,J0028,FRAGANCIA 20 ML ROSAS,20 ML,ROSAS,,27/02/2024,UNI,4,,0,27/02/2024,2,2,,49.9,99.8,16/10/2023,JARDIN DEL ZEN
16/10/2023,492,602070010070062,,J0028,FRAGANCIA 30 ML ROSAS,30 ML,ROSAS,,,UNI,1,,0,,0,1,,65,65,16/10/2023,JARDIN DEL ZEN
01/10/2023,433,602070010040064,,J0028,FRAGANCIA 10 ML SANDALO,10 ML,SANDALO,,12/09/2024,UNI,3,,0,12/09/2024,1,2,,39.9,79.8,16/10/2023,JARDIN DEL ZEN
25/10/2023,463,602070010050064,,J0028,FRAGANCIA 20 ML SANDALO,20 ML,SANDALO,,14/10/2024,UNI,0,14/10/2024,3,26/06/2024,1,2,,49.9,99.8,,JARDIN DEL ZEN
10/10/2023,493,602070010070064,,J0028,FRAGANCIA 30 ML SANDALO,30 ML,SANDALO,,12/10/2024,UNI,2,23/09/2024,4,12/10/2024,5,1,,65,65,16/10/2023,JARDIN DEL ZEN
01/10/2023,494,602070010070065,,J0028,FRAGANCIA 30 ML SERENIDAD,30 ML,SERENIDAD,,04/11/2024,UNI,5,07/10/2024,56,04/11/2024,58,3,,65,195,16/10/2023,JARDIN DEL ZEN
28/10/2024,1100,602070010040084,,J0028,FRAGANCIA 10 ML TE BLANCO,10 ML,TE BLANCO,,11/11/2024,UNI,0,11/11/2024,2,30/10/2024,1,1,,39.9,39.9,,JARDIN DEL ZEN
28/10/2024,1101,602070010050084,,J0028,FRAGANCIA 20 ML TE BLANCO,20 ML,TE BLANCO,,28/10/2024,UNI,0,28/10/2024,2,,0,2,,49.9,99.8,,JARDIN DEL ZEN
28/10/2024,1102,602070010070084,,J0028,FRAGANCIA 30 ML TE BLANCO,30 ML,TE BLANCO,,28/10/2024,UNI,0,28/10/2024,2,,0,2,,65,130,,JARDIN DEL ZEN
